,IYEAR,NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,MATERIAL_INVOLVED,RELEASE_TYPE,LEAK_TYPE,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,net_spill
2107,2016,COLONIAL PIPELINE CO,30.92979,-90.82982,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2853.5,0.0,34.8,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,30.940433,-90.836371,0.91,nearest_street,317,Butch Norris Ln,,,Greensburg,LA,St. Helena Parish,70441,US,TIGER/Line® dataset from the US Census Bureau,2818.7
2142,2015,"CRIMSON GULF, LLC",29.245664,-88.982508,CRUDE OIL,220.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.245664,-88.982508,0.02,nearest_place,,,,,Pilottown,LA,Plaquemines Parish,70081,US,TIGER/Line® dataset from the US Census Bureau,220.0
2145,2015,"ENERGY XXI USA, INC",29.1514,-89.5806,CRUDE OIL,5.0,0.0,5.0,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OTHER,,29.1514,-89.5806,0.04,nearest_place,,,,,Buras,LA,,70041,US,TIGER/Line® dataset from the US Census Bureau,0.0
2151,2015,"FIELDWOOD ENERGY, LLC",29.605714,-92.901848,CRUDE OIL,0.02,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.605714,-92.901848,0.05,nearest_place,,,,,Grand Chenier,LA,,70643,US,TIGER/Line® dataset from the US Census Bureau,0.02
2191,2015,COLONIAL PIPELINE CO,30.713929,-91.275048,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,13.6,0.0,13.6,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,30.713444,-91.272652,0.99,nearest_street,,US 61,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
2193,2015,ENTERPRISE PRODUCTS OPERATING LLC,30.164856,-93.35175,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.05,0.0,0.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.168965,-93.350809,0.95,nearest_street,5500,State Rte 1133,,,Sulphur,LA,Calcasieu Parish,70663,US,TIGER/Line® dataset from the US Census Bureau,0.05
2279,2015,"PLAINS MARKETING, L.P.",30.00458,-90.85357,CRUDE OIL,0.52,0.0,0.52,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,30.003505,-90.854768,0.99,rooftop,6665,Plains Terminal Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
2293,2015,COLONIAL PIPELINE CO,30.528648,-91.746802,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,3.3,0.0,3.3,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,30.530817,-91.753277,0.94,nearest_street,498,Todd Ave,,,Krotz Springs,LA,St. Landry Parish,70750,US,TIGER/Line® dataset from the US Census Bureau,0.0
2296,2015,ENTERPRISE PRODUCTS OPERATING LLC,31.504092,-93.416858,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,4.0,0.0,4.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,31.503789,-93.415549,0.97,nearest_street,2930,Pump Station Rd,,,Many,LA,Sabine Parish,71449,US,TIGER/Line® dataset from the US Census Bureau,0.0
2316,2015,ENTERPRISE PRODUCTS OPERATING LLC,29.9944083,-90.386475,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.6,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,29.986792,-90.38275,0.92,nearest_street,954,E Terrace St,,,Destrehan,LA,St. Charles Parish,70047,US,TIGER/Line® dataset from the US Census Bureau,0.6
2322,2015,"PLAINS PIPELINE, L.P.",29.94075,-89.9367,CRUDE OIL,0.6,0.0,0.6,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,29.941675,-89.939526,0.96,nearest_street,3218,Murphy Oil Refinery Property Rd,,,Chalmette,LA,St. Bernard Parish,70043,US,TIGER/Line® dataset from the US Census Bureau,0.0
2333,2015,"SHELL PIPELINE CO., L.P.",30.47386943,-91.04321944,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.0,0.0,1.0,NO,,NO,,YES,CARBON STEEL,LEAK,OTHER,30.473817,-91.043439,1.0,rooftop,12500-12600,S Choctaw Dr,,,Baton Rouge,LA,East Baton Rouge Parish,70814,US,East Baton Rouge Parish,0.0
2339,2015,LOOP LLC,29.46867,-90.25267,CRUDE OIL,0.04,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,29.46867,-90.25267,0.13,nearest_place,,,,,Galliano,LA,Lafourche Parish,70354,US,TIGER/Line® dataset from the US Census Bureau,0.04
2362,2015,"SHELL PIPELINE CO., L.P.",29.84692774,-91.65165833,CRUDE OIL,0.6,0.0,0.6,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,29.846497,-91.652259,1.0,rooftop,522,Hwy 318,,,Franklin,LA,St. Mary Parish,70538,US,St Mary,0.0
2372,2015,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,30.386817,-91.507267,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,8.98,9.63,7.18,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,30.386491,-91.507117,0.98,nearest_street,16552,Ramah Rd,,,Maringouin,LA,Iberville Parish,70757,US,TIGER/Line® dataset from the US Census Bureau,11.43
2378,2015,COLONIAL PIPELINE CO,30.44471,-92.29098,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.24,0.0,0.24,NO,,NO,,YES,MATERIAL OTHER THAN CARBON STEEL,LEAK,SEAL OR PACKING,30.443749,-92.291938,0.97,nearest_street,2140,Britany Hwy,,,Church Point,LA,Acadia Parish,70525,US,TIGER/Line® dataset from the US Census Bureau,0.0
2430,2015,ENTERPRISE PRODUCTS OPERATING LLC,30.16,-92.55346,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,2535.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,30.155604,-92.553441,0.94,nearest_street,3398,Lafosse Rd,,,Morse,LA,Acadia Parish,70559,US,TIGER/Line® dataset from the US Census Bureau,2535.0
2442,2015,"SHELL PIPELINE CO., L.P.",29.6218722,-90.68983889,CRUDE OIL,0.36,0.0,0.36,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,LEAK,CONNECTION FAILURE,29.622507,-90.6897,1.0,rooftop,1617,Coteau Rd,,,Houma,LA,Terrebonne Parish,70364,US,Terrebonne,0.0
2465,2015,EXXONMOBIL PIPELINE CO,30.006233,-90.857162,CRUDE OIL,0.71,0.0,0.71,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,30.007161,-90.856713,0.99,rooftop,6741,Locap Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
2494,2015,ENTERPRISE PRODUCTS OPERATING LLC,30.18156,-90.9603,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.2,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CONNECTION FAILURE,30.183806,-90.953048,0.93,nearest_street,8147,S St Landry Ave,,,Gonzales,LA,Ascension Parish,70737,US,TIGER/Line® dataset from the US Census Bureau,0.2
2502,2015,COLONIAL PIPELINE CO,30.71116,-91.28204,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.7,0.0,0.7,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,30.70994,-91.288201,0.94,nearest_street,983,Tom Mills Ln,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
2534,2015,COLONIAL PIPELINE CO,30.71105,-91.28417,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.86,0.0,2.86,NO,,NO,,YES,CARBON STEEL,OVERFILL OR OVERFLOW,,30.70994,-91.288201,0.95,nearest_street,983,Tom Mills Ln,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
2539,2015,"GENESIS PIPELINE USA, L.P.",30.548063,-91.193891,CRUDE OIL,0.4,0.0,0.4,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.547822,-91.194684,0.99,rooftop,11220,Scenic Hwy,,,Baton Rouge,LA,East Baton Rouge Parish,70807,US,East Baton Rouge Parish,0.0
2541,2015,HARVEST PIPELINE COMPANY,29.419868,-89.515921,CRUDE OIL,0.07,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,29.419868,-89.515921,0.14,nearest_place,,,,,Carlisle,LA,Plaquemines Parish,70042,US,TIGER/Line® dataset from the US Census Bureau,0.07
2553,2015,MARATHON PIPE LINE LLC,30.01177,-90.857704,CRUDE OIL,0.7,0.0,0.7,NO,,NO,,NO,CARBON STEEL,LEAK,SEAL OR PACKING,30.010601,-90.857068,0.99,rooftop,6700,Exxon Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
2556,2015,"CRIMSON GULF, LLC",29.310878,-89.296158,CRUDE OIL,0.05,0.0,0.05,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.310878,-89.296158,0.11,nearest_place,,,,,Pilottown,LA,Plaquemines Parish,70081,US,TIGER/Line® dataset from the US Census Bureau,0.0
2580,2014,MARATHON PIPE LINE LLC,30.016724,-90.853104,CRUDE OIL,0.0,0.0,0.0,NO,,NO,,YES,CARBON STEEL,OTHER,,30.019826,-90.852035,0.95,nearest_street,6498,Burton St,,,Saint James,LA,St. James Parish,70086,US,TIGER/Line® dataset from the US Census Bureau,0.0
2645,2014,COLONIAL PIPELINE CO,30.16968,-93.33548,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.36,0.0,0.36,NO,,NO,,NO,CARBON STEEL,LEAK,CONNECTION FAILURE,30.168977,-93.337187,0.97,nearest_street,1985,Clifton Ridge Rd,,,Sulphur,LA,Calcasieu Parish,70665,US,TIGER/Line® dataset from the US Census Bureau,0.0
2647,2014,COLONIAL PIPELINE CO,30.718259,-91.278117,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.4,0.0,2.4,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.71994,-91.273779,0.97,nearest_street,,US 61,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
2655,2014,MID - VALLEY PIPELINE CO,32.652787,-93.981854,CRUDE OIL,4509.0,0.0,4069.0,NO,,NO,,YES,CARBON STEEL,RUPTURE,,32.652183,-93.975619,0.94,nearest_street,6388,Greenwood Mooringsport Rd,,,Mooringsport,LA,Caddo Parish,71060,US,TIGER/Line® dataset from the US Census Bureau,440.0
2675,2014,COLONIAL PIPELINE CO,30.528877,-91.746807,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.45,0.0,0.45,NO,,NO,,YES,,LEAK,OTHER,30.530817,-91.753277,0.94,nearest_street,498,Todd Ave,,,Krotz Springs,LA,St. Landry Parish,70750,US,TIGER/Line® dataset from the US Census Bureau,0.0
2690,2014,CHEVRON U.S.A. INC,29.105684,-90.192503,CRUDE OIL,0.02,0.0,0.02,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.105864,-90.192509,0.99,nearest_street,100,Chevron Rd,,,Golden Meadow,LA,Lafourche Parish,70357,US,TIGER/Line® dataset from the US Census Bureau,0.0
2706,2014,"FIELDWOOD ENERGY, LLC",29.25694,-89.96583,CRUDE OIL,10.0,0.0,10.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.260182,-89.96374,0.95,nearest_street,48,Bayfront Dr,,,Grand Isle,LA,Jefferson Parish,70358,US,TIGER/Line® dataset from the US Census Bureau,0.0
2720,2014,COLONIAL PIPELINE CO,30.30467,-92.82545,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,2.12,0.0,2.12,NO,,NO,,YES,,LEAK,SEAL OR PACKING,30.304838,-92.826174,0.98,nearest_street,18842,Parish Rd 699,,,Welsh,LA,Jefferson Davis Parish,70591,US,TIGER/Line® dataset from the US Census Bureau,0.0
2729,2014,LOOP LLC,29.119939,-90.132573,CRUDE OIL,0.1,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,CRACK,29.119939,-90.132573,0.05,nearest_place,,,,,Golden Meadow,LA,Lafourche Parish,70357,US,TIGER/Line® dataset from the US Census Bureau,0.1
2742,2014,MARATHON PIPE LINE LLC,30.01177,-90.857704,CRUDE OIL,0.2,0.0,0.2,NO,,NO,,NO,MATERIAL OTHER THAN CARBON STEEL,OVERFILL OR OVERFLOW,,30.010601,-90.857068,0.99,rooftop,6700,Exxon Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
2753,2014,CHEVRON MIDSTREAM PIPELINES LLC,29.976335,-90.469736,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,0.02,0.0,0.0,NO,,NO,,YES,CARBON STEEL,LEAK,PINHOLE,29.975405,-90.470178,0.99,rooftop,3885,Hwy 3127,,,Hahnville,LA,St. Charles Parish,70057,US,St Charles Parish,0.02
2780,2014,COLONIAL PIPELINE CO,30.71133,-91.28204,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,0.0,0.3,NO,,NO,,YES,,LEAK,OTHER,30.70994,-91.288201,0.94,nearest_street,983,Tom Mills Ln,,,Jackson,LA,East Feliciana Parish,70748,US,TIGER/Line® dataset from the US Census Bureau,0.0
2791,2014,COLONIAL PIPELINE CO,29.69581,-89.97761,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.3,0.0,0.3,NO,,NO,,YES,,LEAK,SEAL OR PACKING,29.693306,-89.983677,0.94,nearest_street,15299,State Rte 23,,,Belle Chasse,LA,Plaquemines Parish,70037,US,TIGER/Line® dataset from the US Census Bureau,0.0
2802,2014,"SHELL PIPELINE CO., L.P.",30.0065888,-90.4014277,CRUDE OIL,0.48,0.0,0.48,NO,,NO,,NO,,LEAK,OTHER,30.00703,-90.408096,0.94,nearest_street,1013,5th St,,,Norco,LA,St. Charles Parish,70079,US,TIGER/Line® dataset from the US Census Bureau,0.0
2804,2014,MARATHON PIPE LINE LLC,30.01177,-90.857704,CRUDE OIL,84.0,0.0,84.0,NO,,NO,,NO,CARBON STEEL,LEAK,OTHER,30.010601,-90.857068,0.99,rooftop,6700,Exxon Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
2807,2014,"SHELL PIPELINE CO., L.P.",30.0058083,-90.8609222,CRUDE OIL,2.0,0.0,2.0,NO,,NO,,NO,CARBON STEEL,OVERFILL OR OVERFLOW,,30.005538,-90.862256,0.99,rooftop,6811,Locap Rd,,,Saint James,LA,St. James Parish,70086,US,St James,0.0
